Policy #,Policy_type,Policy year,Seller Number,Amount of coverage_policy (in dollar),Business_type_Seller,Industry_Seller,Date of establishment (Seller)
1257,One_buyer,2015,205200,420000,Corporation,Transportation,1997-01
1258,Multiple buyers,2015,205300,26000,Individual Business,Manufacturing,1996-12
1259,One_buyer,2015,205400,10000,Corporation,Manufacturing,1998-01
1260,One_buyer,2015,205500,30000,Corporation,Manufacturing,1991-05
1261,One_buyer,2015,205500,400000,Corporation,Manufacturing,1991-05
1262,One_buyer,2015,205500,38000,Corporation,Manufacturing,1991-05
1263,One_buyer,2015,205500,80000,Corporation,Manufacturing,1991-05
1264,Multiple buyers,2015,205600,1087000,Corporation,Wholesale Trade,1994-12
1264,Multiple buyers,2015,205600,1087000,Corporation,Wholesale Trade,1994-12
1264,Multiple buyers,2015,205600,1087000,Corporation,Wholesale Trade,1994-12
1265,Multiple buyers,2015,205700,845000,Corporation,Manufacturing,1997-05
1266,One_buyer,2015,205800,29000,Corporation,Manufacturing,1996-12
1267,Multiple buyers,2015,205900,297000,Corporation,Manufacturing,1997-05
1267,Multiple buyers,2015,205900,297000,Corporation,Manufacturing,1997-05
1267,Multiple buyers,2015,205900,297000,Corporation,Manufacturing,1997-05
1267,Multiple buyers,2015,205900,297000,Corporation,Manufacturing,1997-05
1267,Multiple buyers,2015,205900,297000,Corporation,Manufacturing,1997-05
1268,One_buyer,2015,206000,7000,Corporation,Other Services,1991-11
1269,One_buyer,2015,206100,7000,Individual Business,Manufacturing,2001-07
1270,Multiple buyers,2015,206200,318000,Corporation,Wholesale Trade,1997-10
1270,Multiple buyers,2015,206200,318000,Corporation,Wholesale Trade,1997-10
1271,Multiple buyers,2015,206300,779000,Corporation,Manufacturing,1997-11
1272,One_buyer,2015,206400,11000,Corporation,Wholesale Trade,1992-10
1273,One_buyer,2015,206500,10000,Corporation,Transportation,1996-02
1274,One_buyer,2015,206600,30000,Individual Business,Manufacturing,1995-05
1275,Multiple buyers,2015,206700,630000,Corporation,Manufacturing,1998-02
1275,Multiple buyers,2015,206700,630000,Corporation,Manufacturing,1998-02
1276,Multiple buyers,2015,206800,2999000,Corporation,Manufacturing,1996-05
1276,Multiple buyers,2015,206800,2999000,Corporation,Manufacturing,1996-05
1276,Multiple buyers,2015,206800,2999000,Corporation,Manufacturing,1996-05
1276,Multiple buyers,2015,206800,2999000,Corporation,Manufacturing,1996-05
1277,Multiple buyers,2015,206900,1047000,Corporation,Manufacturing,1995-07
1277,Multiple buyers,2015,206900,1047000,Corporation,Manufacturing,1995-07
1278,Multiple buyers,2015,207000,1907000,Corporation,Manufacturing,1996-12
1278,Multiple buyers,2015,207000,1907000,Corporation,Manufacturing,1996-12
1278,Multiple buyers,2015,207000,1907000,Corporation,Manufacturing,1996-12
1279,Multiple buyers,2015,207100,408000,Individual Business,Manufacturing,1991-03
1279,Multiple buyers,2015,207100,408000,Individual Business,Manufacturing,1991-03
1280,One_buyer,2015,207200,10000,Individual Business,Manufacturing,1995-01
1281,One_buyer,2015,207300,19000,Corporation,Manufacturing,1986-12
1282,Multiple buyers,2015,207400,954000,Individual Business,Wholesale Trade,1995-03
1282,Multiple buyers,2015,207400,954000,Individual Business,Wholesale Trade,1995-03
1283,One_buyer,2015,207500,160000,Corporation,Wholesale Trade,1997-10
1284,One_buyer,2015,207600,8000,Corporation,"Professional, Scientific, and Technical Services",1993-11
1285,Multiple buyers,2015,207700,2169000,Corporation,Manufacturing,1994-05
1286,One_buyer,2015,207800,10000,Corporation,Manufacturing,1995-07
1287,Multiple buyers,2015,207900,285000,Corporation,Wholesale Trade,1995-12
1288,Multiple buyers,2015,208000,175000,Corporation,Wholesale Trade,1994-03
1289,Multiple buyers,2015,208100,101000,Individual Business,Wholesale Trade,1982-04
1289,Multiple buyers,2015,208100,101000,Individual Business,Wholesale Trade,1982-04
1289,Multiple buyers,2015,208100,101000,Individual Business,Wholesale Trade,1982-04
1289,Multiple buyers,2015,208100,101000,Individual Business,Wholesale Trade,1982-04
1290,Multiple buyers,2015,208200,1258000,Corporation,Manufacturing,1978-04
1291,One_buyer,2015,208300,10000,Corporation,Manufacturing,1989-04
1292,One_buyer,2015,208400,10000,Corporation,Manufacturing,1997-07
1293,One_buyer,2015,208500,20000,Individual Business,Manufacturing,1996-11
1294,One_buyer,2015,208600,200000,Individual Business,Manufacturing,1990-05
1295,Multiple buyers,2015,208700,1247000,Corporation,Wholesale Trade,1995-12
1295,Multiple buyers,2015,208700,1247000,Corporation,Wholesale Trade,1995-12
1295,Multiple buyers,2015,208700,1247000,Corporation,Wholesale Trade,1995-12
1295,Multiple buyers,2015,208700,1247000,Corporation,Wholesale Trade,1995-12
1295,Multiple buyers,2015,208700,1247000,Corporation,Wholesale Trade,1995-12
1296,Multiple buyers,2015,208800,95000,Individual Business,Manufacturing,1986-10
1296,Multiple buyers,2015,208800,95000,Individual Business,Manufacturing,1986-10
1297,Multiple buyers,2015,208900,1708000,Corporation,Manufacturing,1996-06
1298,Multiple buyers,2015,209000,910000,Corporation,Manufacturing,1996-10
1299,Multiple buyers,2015,209100,562000,Corporation,Wholesale Trade,1993-05
1300,One_buyer,2015,209200,40000,Individual Business,Wholesale Trade,1997-01
1301,Multiple buyers,2015,209300,2000000,Corporation,Wholesale Trade,1994-01
1301,Multiple buyers,2015,209300,2000000,Corporation,Wholesale Trade,1994-01
1301,Multiple buyers,2015,209300,2000000,Corporation,Wholesale Trade,1994-01
1301,Multiple buyers,2015,209300,2000000,Corporation,Wholesale Trade,1994-01
1302,One_buyer,2015,209400,10000,Corporation,Wholesale Trade,1997-10
1303,One_buyer,2015,209500,30000,Corporation,Manufacturing,1996-01
1304,One_buyer,2015,209500,8000,Corporation,Manufacturing,1996-01
1305,One_buyer,2015,209500,4000,Corporation,Manufacturing,1996-01
1306,Multiple buyers,2015,209600,946000,Individual Business,Manufacturing,1995-11
1306,Multiple buyers,2015,209600,946000,Individual Business,Manufacturing,1995-11
1306,Multiple buyers,2015,209600,946000,Individual Business,Manufacturing,1995-11
1306,Multiple buyers,2015,209600,946000,Individual Business,Manufacturing,1995-11
1307,Multiple buyers,2015,209700,236000,Corporation,Wholesale Trade,1997-11
1308,One_buyer,2015,209800,52000,Corporation,Wholesale Trade,1996-10
1309,Multiple buyers,2015,209900,791000,Corporation,Manufacturing,1994-01
1309,Multiple buyers,2015,209900,791000,Corporation,Manufacturing,1994-01
1311,Multiple buyers,2015,210100,170000,Corporation,Manufacturing,1996-03
1312,Multiple buyers,2015,210200,460000,Corporation,Manufacturing,1995-07
1313,Multiple buyers,2015,210300,520000,Corporation,Wholesale Trade,1997-06
1314,Multiple buyers,2015,210400,1103000,Corporation,Wholesale Trade,1996-12
1314,Multiple buyers,2015,210400,1103000,Corporation,Wholesale Trade,1996-12
1314,Multiple buyers,2015,210400,1103000,Corporation,Wholesale Trade,1996-12
1314,Multiple buyers,2015,210400,1103000,Corporation,Wholesale Trade,1996-12
1314,Multiple buyers,2015,210400,1103000,Corporation,Wholesale Trade,1996-12
1314,Multiple buyers,2015,210400,1103000,Corporation,Wholesale Trade,1996-12
1314,Multiple buyers,2015,210400,1103000,Corporation,Wholesale Trade,1996-12
1314,Multiple buyers,2015,210400,1103000,Corporation,Wholesale Trade,1996-12
1315,Multiple buyers,2015,210500,778000,Individual Business,Wholesale Trade,2001-09
1316,One_buyer,2015,210600,734000,Corporation,Wholesale Trade,1989-06
1317,Multiple buyers,2015,210700,160000,Corporation,Manufacturing,1996-07
1317,Multiple buyers,2015,210700,160000,Corporation,Manufacturing,1996-07
1318,One_buyer,2015,210700,100000,Corporation,Manufacturing,1996-07
1319,One_buyer,2015,210700,10000,Corporation,Manufacturing,1996-07
1320,One_buyer,2015,210700,80000,Corporation,Manufacturing,1996-07
1321,One_buyer,2015,210800,3000,Corporation,Manufacturing,1992-12
1322,Multiple buyers,2015,210900,873000,Corporation,Manufacturing,1997-02
1322,Multiple buyers,2015,210900,873000,Corporation,Manufacturing,1997-02
1322,Multiple buyers,2015,210900,873000,Corporation,Manufacturing,1997-02
1322,Multiple buyers,2015,210900,873000,Corporation,Manufacturing,1997-02
1324,Multiple buyers,2015,211100,976000,Corporation,Wholesale Trade,1985-02
1324,Multiple buyers,2015,211100,976000,Corporation,Wholesale Trade,1985-02
1325,One_buyer,2015,211200,1000,Individual Business,Manufacturing,1986-03
1326,One_buyer,2015,211300,10000,Corporation,Wholesale Trade,1994-01
1327,Multiple buyers,2015,211400,1010000,Corporation,Manufacturing,1996-12
1327,Multiple buyers,2015,211400,1010000,Corporation,Manufacturing,1996-12
1328,Multiple buyers,2015,211500,2794000,Corporation,Manufacturing,1997-08
1328,Multiple buyers,2015,211500,2794000,Corporation,Manufacturing,1997-08
1328,Multiple buyers,2015,211500,2794000,Corporation,Manufacturing,1997-08
1328,Multiple buyers,2015,211500,2794000,Corporation,Manufacturing,1997-08
1329,One_buyer,2015,211600,263000,Corporation,Manufacturing,1998-03
1330,One_buyer,2015,211700,10000,Corporation,Wholesale Trade,1991-01
1331,Multiple buyers,2015,211800,394000,Corporation,Manufacturing,1996-09
1331,Multiple buyers,2015,211800,394000,Corporation,Manufacturing,1996-09
1332,One_buyer,2015,211900,10000,Individual Business,Wholesale Trade,2012-09
1334,One_buyer,2015,212100,11000,Corporation,Wholesale Trade,1992-12
1335,Multiple buyers,2015,212200,470000,Corporation,Manufacturing,1996-04
1335,Multiple buyers,2015,212200,470000,Corporation,Manufacturing,1996-04
1335,Multiple buyers,2015,212200,470000,Corporation,Manufacturing,1996-04
1335,Multiple buyers,2015,212200,470000,Corporation,Manufacturing,1996-04
1335,Multiple buyers,2015,212200,470000,Corporation,Manufacturing,1996-04
1335,Multiple buyers,2015,212200,470000,Corporation,Manufacturing,1996-04
1336,Multiple buyers,2015,212300,1112000,Corporation,Other Services,1997-07
1336,Multiple buyers,2015,212300,1112000,Corporation,Other Services,1997-07
1336,Multiple buyers,2015,212300,1112000,Corporation,Other Services,1997-07
1337,One_buyer,2015,212400,1000,Corporation,"Professional, Scientific, and Technical Services",1993-03
1338,One_buyer,2015,212500,2000,Corporation,Manufacturing,1998-02
1339,One_buyer,2015,212600,330000,Corporation,Manufacturing,1997-10
1340,Multiple buyers,2015,212700,630000,Corporation,Wholesale Trade,1997-09
1340,Multiple buyers,2015,212700,630000,Corporation,Wholesale Trade,1997-09
1340,Multiple buyers,2015,212700,630000,Corporation,Wholesale Trade,1997-09
1340,Multiple buyers,2015,212700,630000,Corporation,Wholesale Trade,1997-09
1341,Multiple buyers,2015,212800,794000,Corporation,Wholesale Trade,1996-01
1341,Multiple buyers,2015,212800,794000,Corporation,Wholesale Trade,1996-01
1341,Multiple buyers,2015,212800,794000,Corporation,Wholesale Trade,1996-01
1342,Multiple buyers,2015,212900,1073000,Corporation,Manufacturing,1989-10
1342,Multiple buyers,2015,212900,1073000,Corporation,Manufacturing,1989-10
1342,Multiple buyers,2015,212900,1073000,Corporation,Manufacturing,1989-10
1343,One_buyer,2015,213000,10000,Individual Business,Wholesale Trade,1996-09
1344,Multiple buyers,2015,213100,1264000,Corporation,Wholesale Trade,1993-09
1344,Multiple buyers,2015,213100,1264000,Corporation,Wholesale Trade,1993-09
1344,Multiple buyers,2015,213100,1264000,Corporation,Wholesale Trade,1993-09
1344,Multiple buyers,2015,213100,1264000,Corporation,Wholesale Trade,1993-09
1344,Multiple buyers,2015,213100,1264000,Corporation,Wholesale Trade,1993-09
1344,Multiple buyers,2015,213100,1264000,Corporation,Wholesale Trade,1993-09
1344,Multiple buyers,2015,213100,1264000,Corporation,Wholesale Trade,1993-09
1345,One_buyer,2015,213200,10000,Individual Business,Wholesale Trade,1993-08
1346,One_buyer,2015,213200,10000,Individual Business,Wholesale Trade,1993-08
1348,Multiple buyers,2015,213300,1849000,Corporation,Manufacturing,1994-06
1348,Multiple buyers,2015,213300,1849000,Corporation,Manufacturing,1994-06
1348,Multiple buyers,2015,213300,1849000,Corporation,Manufacturing,1994-06
1348,Multiple buyers,2015,213300,1849000,Corporation,Manufacturing,1994-06
1349,Multiple buyers,2015,213400,1810000,Corporation,Manufacturing,1997-02
1349,Multiple buyers,2015,213400,1810000,Corporation,Manufacturing,1997-02
1349,Multiple buyers,2015,213400,1810000,Corporation,Manufacturing,1997-02
1349,Multiple buyers,2015,213400,1810000,Corporation,Manufacturing,1997-02
1350,Multiple buyers,2015,213500,1715000,Corporation,Wholesale Trade,1996-11
1350,Multiple buyers,2015,213500,1715000,Corporation,Wholesale Trade,1996-11
1350,Multiple buyers,2015,213500,1715000,Corporation,Wholesale Trade,1996-11
1351,Multiple buyers,2015,213600,743000,Corporation,Manufacturing,1992-07
1351,Multiple buyers,2015,213600,743000,Corporation,Manufacturing,1992-07
1352,Multiple buyers,2015,213700,304000,Corporation,Manufacturing,1998-01
1352,Multiple buyers,2015,213700,304000,Corporation,Manufacturing,1998-01
1352,Multiple buyers,2015,213700,304000,Corporation,Manufacturing,1998-01
1352,Multiple buyers,2015,213700,304000,Corporation,Manufacturing,1998-01
1353,One_buyer,2015,213800,2000,Corporation,Manufacturing,1998-02
1354,One_buyer,2015,213900,9000,Corporation,Wholesale Trade,1997-01
1355,One_buyer,2015,213900,50000,Corporation,Wholesale Trade,1997-01
1356,One_buyer,2015,213900,40000,Corporation,Wholesale Trade,1997-01
1357,Multiple buyers,2015,214000,251000,Corporation,Wholesale Trade,1997-09
1358,One_buyer,2015,214100,5000,Corporation,Manufacturing,1996-12
1359,Multiple buyers,2015,214200,333000,Corporation,Wholesale Trade,1997-03
1360,One_buyer,2015,214200,50000,Corporation,Wholesale Trade,1997-03
1361,One_buyer,2015,214200,20000,Corporation,Wholesale Trade,1997-03
1362,Multiple buyers,2015,214300,434000,Individual Business,Manufacturing,1997-11
1363,One_buyer,2015,214400,10000,Corporation,Manufacturing,1997-08
1364,Multiple buyers,2015,214500,1000000,Corporation,Manufacturing,1997-08
1364,Multiple buyers,2015,214500,1000000,Corporation,Manufacturing,1997-08
1365,One_buyer,2015,214600,11000,Individual Business,Manufacturing,2000-10
1368,One_buyer,2015,214800,10000,Corporation,Wholesale Trade,1996-12
1369,One_buyer,2015,214900,21000,Corporation,Manufacturing,1997-12
1370,One_buyer,2015,215000,366000,Corporation,Manufacturing,1994-09
1371,One_buyer,2015,215100,10000,Corporation,Other Services,1997-04
1372,One_buyer,2015,215200,1000,Individual Business,Manufacturing,1997-08
1373,One_buyer,2015,215300,20000,Corporation,Wholesale Trade,1989-12
1374,Multiple buyers,2015,215400,466000,Corporation,Manufacturing,1995-02
1374,Multiple buyers,2015,215400,466000,Corporation,Manufacturing,1995-02
1374,Multiple buyers,2015,215400,466000,Corporation,Manufacturing,1995-02
1375,One_buyer,2015,215500,10000,Corporation,Manufacturing,1995-09
1376,One_buyer,2015,215600,11000,Corporation,Wholesale Trade,1994-06
1377,One_buyer,2015,215700,200000,Individual Business,Manufacturing,1981-01
1378,One_buyer,2015,215800,10000,Individual Business,Manufacturing,1996-01
1379,,2015,215900,#N/A,Individual Business,Wholesale Trade,1996-06
1380,,2015,215900,#N/A,Individual Business,Wholesale Trade,1996-06
1381,,2015,215900,#N/A,Individual Business,Wholesale Trade,1996-06
1382,,2015,215900,#N/A,Individual Business,Wholesale Trade,1996-06
1383,,2015,215900,#N/A,Individual Business,Wholesale Trade,1996-06
1384,,2015,215900,#N/A,Individual Business,Wholesale Trade,1996-06
1385,,2015,215900,#N/A,Individual Business,Wholesale Trade,1996-06
1386,One_buyer,2015,216000,40000,Corporation,Manufacturing,1978-01
1387,Multiple buyers,2015,216100,2117000,Corporation,Wholesale Trade,1996-11
1387,Multiple buyers,2015,216100,2117000,Corporation,Wholesale Trade,1996-11
1387,Multiple buyers,2015,216100,2117000,Corporation,Wholesale Trade,1996-11
1388,One_buyer,2015,216200,18000,Corporation,Manufacturing,1983-12
1389,Multiple buyers,2015,216300,228000,Corporation,Manufacturing,1998-03
1390,One_buyer,2015,216300,61000,Corporation,Manufacturing,1998-03
1391,Multiple buyers,2015,216400,629000,Corporation,Wholesale Trade,1998-01
1391,Multiple buyers,2015,216400,629000,Corporation,Wholesale Trade,1998-01
1391,Multiple buyers,2015,216400,629000,Corporation,Wholesale Trade,1998-01
1391,Multiple buyers,2015,216400,629000,Corporation,Wholesale Trade,1998-01
1391,Multiple buyers,2015,216400,629000,Corporation,Wholesale Trade,1998-01
1391,Multiple buyers,2015,216400,629000,Corporation,Wholesale Trade,1998-01
1392,Multiple buyers,2015,216500,824000,Corporation,Manufacturing,1996-06
1393,One_buyer,2015,216600,10000,Individual Business,Manufacturing,1998-02
1394,One_buyer,2015,216700,6000,Corporation,Manufacturing,1994-06
1395,Multiple buyers,2015,216800,2811000,Corporation,Wholesale Trade,1998-03
1395,Multiple buyers,2015,216800,2811000,Corporation,Wholesale Trade,1998-03
1395,Multiple buyers,2015,216800,2811000,Corporation,Wholesale Trade,1998-03
1395,Multiple buyers,2015,216800,2811000,Corporation,Wholesale Trade,1998-03
1395,Multiple buyers,2015,216800,2811000,Corporation,Wholesale Trade,1998-03
1395,Multiple buyers,2015,216800,2811000,Corporation,Wholesale Trade,1998-03
1395,Multiple buyers,2015,216800,2811000,Corporation,Wholesale Trade,1998-03
1395,Multiple buyers,2015,216800,2811000,Corporation,Wholesale Trade,1998-03
1395,Multiple buyers,2015,216800,2811000,Corporation,Wholesale Trade,1998-03
1395,Multiple buyers,2015,216800,2811000,Corporation,Wholesale Trade,1998-03
1396,Multiple buyers,2015,216900,530000,Corporation,Wholesale Trade,1990-12
1396,Multiple buyers,2015,216900,530000,Corporation,Wholesale Trade,1990-12
1396,Multiple buyers,2015,216900,530000,Corporation,Wholesale Trade,1990-12
1397,,2015,217000,#N/A,Corporation,Wholesale Trade,1997-03
1398,One_buyer,2015,217000,10000,Corporation,Wholesale Trade,1997-03
1399,One_buyer,2015,217100,5000,Individual Business,Manufacturing,2008-06
1400,One_buyer,2015,217200,1000,Corporation,Manufacturing,1998-05
1401,One_buyer,2015,217300,10000,Corporation,Manufacturing,1994-06
1402,One_buyer,2015,217400,9000,Individual Business,Manufacturing,1992-03
1403,One_buyer,2015,217500,40000,Corporation,Wholesale Trade,1997-06
1404,One_buyer,2015,217500,80000,Corporation,Wholesale Trade,1997-06
1405,One_buyer,2015,217600,10000,Corporation,Manufacturing,1998-04
1406,Multiple buyers,2015,217700,915000,Corporation,Wholesale Trade,1997-10
1406,Multiple buyers,2015,217700,915000,Corporation,Wholesale Trade,1997-10
1407,Multiple buyers,2015,217800,833000,Corporation,Manufacturing,1997-04
1407,Multiple buyers,2015,217800,833000,Corporation,Manufacturing,1997-04
1407,Multiple buyers,2015,217800,833000,Corporation,Manufacturing,1997-04
1408,Multiple buyers,2015,217900,2463000,Corporation,Manufacturing,1996-06
1408,Multiple buyers,2015,217900,2463000,Corporation,Manufacturing,1996-06
1408,Multiple buyers,2015,217900,2463000,Corporation,Manufacturing,1996-06
1408,Multiple buyers,2015,217900,2463000,Corporation,Manufacturing,1996-06
1408,Multiple buyers,2015,217900,2463000,Corporation,Manufacturing,1996-06
1408,Multiple buyers,2015,217900,2463000,Corporation,Manufacturing,1996-06
1408,Multiple buyers,2015,217900,2463000,Corporation,Manufacturing,1996-06
1408,Multiple buyers,2015,217900,2463000,Corporation,Manufacturing,1996-06
1409,Multiple buyers,2015,218000,802000,Corporation,Wholesale Trade,1998-01
1410,One_buyer,2015,218100,3000,Corporation,Manufacturing,1998-07
1411,One_buyer,2015,218200,202000,Corporation,Manufacturing,1996-10
1412,One_buyer,2015,218200,990000,Corporation,Manufacturing,1996-10
1413,One_buyer,2015,218300,20000,Individual Business,Manufacturing,2013-04
1414,One_buyer,2015,218400,20000,Individual Business,Manufacturing,2001-03
1415,One_buyer,2015,218500,8000,Individual Business,Manufacturing,1993-08
1416,Multiple buyers,2015,218600,724000,Corporation,Wholesale Trade,1997-06
1416,Multiple buyers,2015,218600,724000,Corporation,Wholesale Trade,1997-06
1417,One_buyer,2015,218600,30000,Corporation,Wholesale Trade,1997-06
1418,One_buyer,2015,218600,30000,Corporation,Wholesale Trade,1997-06
1419,One_buyer,2015,218700,1000,Individual Business,Manufacturing,1996-07
1420,One_buyer,2015,218800,50000,Corporation,Wholesale Trade,1998-06
1421,Multiple buyers,2015,218900,879000,Individual Business,Manufacturing,1985-11
1421,Multiple buyers,2015,218900,879000,Individual Business,Manufacturing,1985-11
1421,Multiple buyers,2015,218900,879000,Individual Business,Manufacturing,1985-11
1421,Multiple buyers,2015,218900,879000,Individual Business,Manufacturing,1985-11
1422,Multiple buyers,2015,219000,668000,Corporation,Wholesale Trade,1990-01
1422,Multiple buyers,2015,219000,668000,Corporation,Wholesale Trade,1990-01
1423,One_buyer,2015,219100,5000,Individual Business,Manufacturing,1997-05
1424,Multiple buyers,2015,219200,1090000,Corporation,Manufacturing,1998-05
1425,One_buyer,2015,219300,50000,Corporation,Wholesale Trade,1998-07
1426,Multiple buyers,2015,219300,762000,Corporation,Wholesale Trade,1998-07
1426,Multiple buyers,2015,219300,762000,Corporation,Wholesale Trade,1998-07
1426,Multiple buyers,2015,219300,762000,Corporation,Wholesale Trade,1998-07
1426,Multiple buyers,2015,219300,762000,Corporation,Wholesale Trade,1998-07
1426,Multiple buyers,2015,219300,762000,Corporation,Wholesale Trade,1998-07
1426,Multiple buyers,2015,219300,762000,Corporation,Wholesale Trade,1998-07
1426,Multiple buyers,2015,219300,762000,Corporation,Wholesale Trade,1998-07
1427,One_buyer,2015,219400,2000,Individual Business,Manufacturing,1992-05
1428,One_buyer,2015,219500,9000,Corporation,Wholesale Trade,1998-07
1429,Multiple buyers,2015,219600,102000,Corporation,Transportation,1997-10
1429,Multiple buyers,2015,219600,102000,Corporation,Transportation,1997-10
1430,Multiple buyers,2015,219700,1018000,Corporation,Manufacturing,1998-06
1430,Multiple buyers,2015,219700,1018000,Corporation,Manufacturing,1998-06
1430,Multiple buyers,2015,219700,1018000,Corporation,Manufacturing,1998-06
1430,Multiple buyers,2015,219700,1018000,Corporation,Manufacturing,1998-06
1430,Multiple buyers,2015,219700,1018000,Corporation,Manufacturing,1998-06
1430,Multiple buyers,2015,219700,1018000,Corporation,Manufacturing,1998-06
1431,Multiple buyers,2015,219800,282000,Corporation,Manufacturing,1995-03
1432,One_buyer,2015,219900,10000,Individual Business,Manufacturing,1991-04
1433,One_buyer,2015,220000,5000,Individual Business,Manufacturing,1995-01
1434,One_buyer,2015,220100,43000,Individual Business,Manufacturing,1998-05
1435,One_buyer,2015,220200,20000,Corporation,Transportation,1998-05
1437,,2015,220300,#N/A,Individual Business,Wholesale Trade,1995-08
1438,,2015,220300,#N/A,Individual Business,Wholesale Trade,1995-08
1439,,2015,220300,#N/A,Individual Business,Wholesale Trade,1995-08
1440,,2015,220300,#N/A,Individual Business,Wholesale Trade,1995-08
1441,,2015,220300,#N/A,Individual Business,Wholesale Trade,1995-08
1442,,2015,220300,#N/A,Individual Business,Wholesale Trade,1995-08
1443,,2015,220300,#N/A,Individual Business,Wholesale Trade,1995-08
1444,,2015,220300,#N/A,Individual Business,Wholesale Trade,1995-08
1445,,2015,220300,#N/A,Individual Business,Wholesale Trade,1995-08
1446,,2015,220300,#N/A,Individual Business,Wholesale Trade,1995-08
1447,,2015,220300,#N/A,Individual Business,Wholesale Trade,1995-08
1448,,2015,220300,#N/A,Individual Business,Wholesale Trade,1995-08
1449,,2015,220300,#N/A,Individual Business,Wholesale Trade,1995-08
1450,,2015,220300,#N/A,Individual Business,Wholesale Trade,1995-08
1451,,2015,220300,#N/A,Individual Business,Wholesale Trade,1995-08
1452,One_buyer,2015,220400,10000,Corporation,Manufacturing,1995-12
1453,Multiple buyers,2015,220500,1326000,Corporation,Manufacturing,1997-09
1453,Multiple buyers,2015,220500,1326000,Corporation,Manufacturing,1997-09
1453,Multiple buyers,2015,220500,1326000,Corporation,Manufacturing,1997-09
1454,One_buyer,2015,220600,11000,Corporation,Other Services,1997-01
1455,Multiple buyers,2015,220700,972000,Corporation,Manufacturing,1998-02
1456,One_buyer,2015,220800,10000,Corporation,Wholesale Trade,1993-09
1457,Multiple buyers,2015,220900,388000,Corporation,Wholesale Trade,1998-07
1457,Multiple buyers,2015,220900,388000,Corporation,Wholesale Trade,1998-07
1458,One_buyer,2015,221000,8000,Corporation,"Professional, Scientific, and Technical Services",1994-05
1459,One_buyer,2015,221100,30000,Individual Business,Manufacturing,1992-11
1460,One_buyer,2015,221200,50000,Corporation,Manufacturing,1994-08
1461,,2015,221300,#N/A,Individual Business,Manufacturing,1998-03
1462,One_buyer,2015,221400,10000,Individual Business,Manufacturing,1990-08
1463,Multiple buyers,2015,221500,804000,Corporation,Wholesale Trade,1998-07
1463,Multiple buyers,2015,221500,804000,Corporation,Wholesale Trade,1998-07
1463,Multiple buyers,2015,221500,804000,Corporation,Wholesale Trade,1998-07
1463,Multiple buyers,2015,221500,804000,Corporation,Wholesale Trade,1998-07
1464,###,2015,221600,200000,Individual Business,Manufacturing,1997-08
1465,One_buyer,2015,221700,15000,Corporation,Manufacturing,1998-05
1466,One_buyer,2015,221800,10000,Corporation,"Professional, Scientific, and Technical Services",1970-10
1467,One_buyer,2015,221900,3000,Corporation,Wholesale Trade,1995-10
1468,One_buyer,2015,222000,11000,Corporation,Wholesale Trade,1998-06
1469,One_buyer,2015,222100,10000,Corporation,Wholesale Trade,1998-09
1470,Multiple buyers,2015,222200,125000,Individual Business,Wholesale Trade,2004-06
1471,Multiple buyers,2015,222300,511000,Corporation,Manufacturing,1998-10
1472,One_buyer,2015,222400,4000,Individual Business,Manufacturing,1987-07
1473,One_buyer,2015,222500,144000,Corporation,Manufacturing,1997-08
1474,One_buyer,2015,222500,199000,Corporation,Manufacturing,1997-08
1475,One_buyer,2015,222600,5000,Corporation,Manufacturing,1986-11
1476,Multiple buyers,2015,222700,1885000,Corporation,Manufacturing,1997-10
1476,Multiple buyers,2015,222700,1885000,Corporation,Manufacturing,1997-10
1476,Multiple buyers,2015,222700,1885000,Corporation,Manufacturing,1997-10
1476,Multiple buyers,2015,222700,1885000,Corporation,Manufacturing,1997-10
1476,Multiple buyers,2015,222700,1885000,Corporation,Manufacturing,1997-10
1476,Multiple buyers,2015,222700,1885000,Corporation,Manufacturing,1997-10
1477,One_buyer,2015,222800,2000,Corporation,Wholesale Trade,1997-04
1478,Multiple buyers,2015,222900,279000,Corporation,Manufacturing,1998-08
1479,One_buyer,2015,223000,10000,Individual Business,Wholesale Trade,1991-05
1480,One_buyer,2015,223100,1000,Individual Business,Manufacturing,1998-06
1481,One_buyer,2015,223200,1000,Corporation,Wholesale Trade,1995-03
1482,One_buyer,2015,223300,4000,Corporation,Manufacturing,1997-09
1483,One_buyer,2015,223400,10000,Corporation,"Professional, Scientific, and Technical Services",1995-12
1484,One_buyer,2015,223500,10000,Individual Business,Wholesale Trade,1991-12
1485,,2015,223600,#N/A,Corporation,Manufacturing,1998-10
1486,,2015,223600,#N/A,Corporation,Manufacturing,1998-10
1487,,2015,223600,#N/A,Corporation,Manufacturing,1998-10
1488,Multiple buyers,2015,223600,969000,Corporation,Manufacturing,1998-10
1488,Multiple buyers,2015,223600,969000,Corporation,Manufacturing,1998-10
1488,Multiple buyers,2015,223600,969000,Corporation,Manufacturing,1998-10
1488,Multiple buyers,2015,223600,969000,Corporation,Manufacturing,1998-10
1489,One_buyer,2015,223700,7000,Individual Business,Manufacturing,1997-10
1490,One_buyer,2015,223800,150000,Corporation,Manufacturing,1998-07
1491,Multiple buyers,2015,223900,148000,Corporation,Manufacturing,1998-09
1491,Multiple buyers,2015,223900,148000,Corporation,Manufacturing,1998-09
1492,Multiple buyers,2015,224000,551000,Corporation,Manufacturing,1998-04
